,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Triệu đồng
9050,Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4,3,32.0,9.0,3.0,2249.92
9051,Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,8.0,4.0,2549.91
9052,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,11,33.0,8.0,4.0,3899.94
9053,Quận Hà Đông,Phường Mộ Lao,Nhà phố liền kề,Đã có sổ,5,4,50.0,10.0,5.0,6200.0
9054,Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,40.0,11.0,35.0,3150.0
9055,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,2,30.0,7.0,4.0,2600.1
9056,Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5,3,47.0,6.0,5.0,3500.09
9057,Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,3,3,78.0,16.0,5.0,6899.879999999999
9058,Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,14.0,3.0,3299.85
9059,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,50.0,10.0,5.0,4500.0
9060,Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,4,32.0,8.0,4.0,1800.0
9061,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,5,50.0,10.0,5.0,6200.0
9062,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,2,2,53.0,9.0,5.0,2500.01
9063,Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,10.0,4.0,360.0
9064,Huyện Thanh Trì,Xã Hữu Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,4,32.0,9.0,3.0,2720.0
9065,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,10.0,3.2,3300.16
9066,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,30.0,8.0,4.0,1790.1000000000001
9067,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,4,77.0,16.0,5.0,8199.73
9068,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,6.0,5.0,3099.9
9069,Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,42.0,12.0,3.0,7300.02
9070,Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,10.0,4.0,4500.0
9071,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4,3,48.0,12.0,4.0,3900.0
9072,Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,3,2,25.0,7.0,4.0,2000.0
9073,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,10.0,3.0,2000.0
9074,Quận Hà Đông,Phường Phúc La,Nhà phố liền kề,Đã có sổ,5,4,50.0,10.0,5.0,6700.0
9075,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,3,4,50.0,14.0,3.0,6500.0
9076,Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,50.0,12.5,4.0,8600.0
9077,Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,42.0,10.0,4.0,2989.98
9078,Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5,3,31.0,7.0,4.5,2050.0299999999997
9079,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,2,30.0,7.0,3.0,1779.8999999999999
9080,Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,10.0,3.0,3000.0
9081,Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,4,37.0,9.0,4.0,3700.0
9082,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,52.0,13.0,4.0,3900.0
9083,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,6,11,93.0,18.6,5.0,9499.95
9084,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,6,37.0,9.0,4.0,2900.06
9085,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6,3,32.0,8.0,4.0,3700.16
9086,Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,2.72
9087,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,6,38.0,9.0,4.0,2750.0600000000004
9088,Quận Tây Hồ,Phường Quảng An,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,70.0,30.0,5.0,7399.7
9089,Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,5,4,38.0,10.0,3.6,2799.84
9090,Quận Hoàng Mai,Phường Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,55.0,14.0,4.0,5500.0
9091,Quận Long Biên,Phường Cự Khối,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,51.0,10.0,5.0,5249.94
9092,Quận Hai Bà Trưng,Phường Quỳnh Lôi,Nhà phố liền kề,Đã có sổ,5,5,51.0,10.0,5.0,8400.210000000001
9093,Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,4,3,45.0,9.0,5.0,5899.950000000001
9094,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5,5,62.0,12.0,5.0,4700.22
9095,Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",Không rõ,4,3,39.0,13.0,3.0,4199.91
9096,Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,42.0,14.0,3.0,3599.8199999999997
9097,Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,4,4,43.0,10.0,4.0,1990.04
9098,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,8.6,3.5,1700.1000000000001
9099,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,3,3,41.0,25.0,23.0,4300.08
9100,Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,5,10,50.0,9.0,4.0,100.0
9101,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Không rõ,4,3,40.0,10.0,4.0,5200.0
9102,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6,4,32.0,11.0,3.0,3600.0
9103,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,10.0,3.0,2000.1000000000001
9104,Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,40.0,10.0,4.0,7900.0
9105,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,52.0,13.0,4.0,3399.7599999999998
9106,Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,5,60.0,11.0,6.0,6000.0
9107,Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,5.0,3.0,1800.0
9108,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,30.0,10.0,3.0,3050.1
9109,Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,8.0,4.0,2450.1
9110,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,5,38.0,10.0,3.8,3199.9799999999996
9111,Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4,3,29.0,8.0,4.0,2900.0
9112,Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,4.0,5.0,3579.9
9113,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,8.0,4.3,3200.1
9114,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,7.0,3.5,3049.92
9115,Quận Long Biên,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,27.0,9.0,3.0,1850.04
9116,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,8.0,3.76,3099.9
9117,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.0,3.0,2600.1
9118,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,10.0,3.0,4350.150000000001
9119,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3,2,26.0,8.0,3.4,2299.96
9120,Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,4,32.0,8.0,3.0,3300.16
9121,Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,32.0,8.0,4.0,1700.16
9122,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4,35.0,9.0,4.0,3500.0
9123,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3,27.0,6.0,5.0,2449.98
9124,Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,2,20.0,5.0,3.0,1500.0
9125,Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4,32.0,10.0,4.0,2900.16
9126,Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,5,6,66.0,8.5,8.0,5000.160000000001
9127,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,6,50.0,12.0,4.0,5000.0
9128,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,3,31.0,8.0,4.0,3100.0
9129,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5,3,43.0,11.0,4.0,6099.9800000000005
9130,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,4100.0
9131,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6,3,40.0,10.0,4.0,4900.0
9132,Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,4,3,36.0,10.0,3.0,2450.16
9133,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,3,65.0,10.0,6.0,3500.25
9134,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,9.0,4.0,5500.0
9135,Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,3,3,73.0,11.0,6.0,7199.99
9136,Quận Nam Từ Liêm,Phường Phương Canh,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,43.0,8.0,5.0,3750.0299999999997
9137,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,5,36.0,9.5,3.8,3300.12
9138,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5,4,37.0,9.0,4.0,4499.9400000000005
9139,Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,4,4,25.0,13.0,3.0,2000.0
9140,Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,7,46.0,13.0,3.0,4500.18
9141,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,4,100.0,20.0,5.0,6000.0
9142,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3,31.0,8.0,3.0,3489.98
9143,Quận Hà Đông,Phường Dương Nội,Nhà phố liền kề,Đã có sổ,4,3,30.0,6.0,5.0,1830.0
9144,Quận Hoàng Mai,Phường Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,32.0,7.1,4.5,2900.16
9145,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,44.0,11.0,4.0,3649.8
9146,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,6,55.0,11.5,4.8,6600.0
9147,Quận Long Biên,Phường Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,9.0,3.0,1950.0
9148,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,8,45.0,12.0,3.8,4999.95
9149,Quận Long Biên,Phường Long Biên,Nhà phố liền kề,Đã có sổ,6,4,38.0,10.0,4.0,3999.88
9150,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,1600.0
9151,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,33.0,3.0,3000.0
9152,Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,9.0,3.5,1550.0
9153,Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,10.0,4.0,3650.15
9154,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,36.0,10.0,3.6,1350.0
9155,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,50.0,12.0,4.0,4500.0
9156,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,35.0,10.0,3.0,1459.8500000000001
9157,Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,2650.0
9158,Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,8,6,42.0,10.0,4.0,10000.199999999999
9159,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,42.0,10.0,4.2,3100.02
9160,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,38.0,10.0,3.8,3690.18
9161,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,52.0,13.0,4.0,4599.92
9162,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6,8,40.0,6.0,7.0,5200.0
9163,Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5,6,42.0,12.0,3.0,3380.1600000000003
9164,Quận Hoàn Kiếm,Phường Hàng Trống,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,26.0,6.6,4.0,17500.08
9165,Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,6.0,5.0,2499.9
9166,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,4,3,40.0,10.0,4.0,3400.0
9167,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,10.0,3.5,2800.0
9168,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,8.0,3.0,2700.0
9169,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,64.0,9.0,6.0,4949.76
9170,Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,4,4,37.0,9.74,3.8,2999.96
9171,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,5,43.0,12.0,4.0,4600.14
9172,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,5,35.0,9.0,4.0,3300.15
9173,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,9.0,4.0,2800.0
9174,Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,53.0,13.0,4.0,4299.889999999999
9175,Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,5,3,45.0,12.0,4.0,5700.15
9176,Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,60.0,9.0,7.0,6199.8
9177,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,6,35.0,9.0,3.0,4200.0
9178,Quận Long Biên,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,36.0,9.0,4.0,3399.84
9179,Quận Bắc Từ Liêm,Phường Phúc Diễn,"Nhà mặt phố, mặt tiền",Không rõ,3,5,134.0,27.0,5.0,2700.1
9180,Quận Bắc Từ Liêm,Phường Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,40.0,10.0,4.0,2550.0
9181,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,3,3,32.0,10.0,3.0,2849.92
9182,Quận Tây Hồ,Phường Quảng An,"Nhà ngõ, hẻm",Đã có sổ,5,4,43.0,9.0,5.0,4199.81
9183,Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,6.0,4.0,2000.0
9184,Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,6.7,6.0,2050.0
9185,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,3,48.0,7.0,5.0,3450.24
9186,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,2,2,30.0,9.0,4.0,1200.0
9187,Huyện Hoài Đức,Xã Đông La,"Nhà ngõ, hẻm",Đã có sổ,3,3,33.0,9.0,4.0,1299.8700000000001
9188,Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,34.0,10.0,32.0,3599.92
9189,Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5,5,50.0,11.0,4.5,5300.0
9190,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,4,60.0,14.0,4.0,10999.800000000001
9191,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,10.0,4.0,3.3600000000000003
9192,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,6.0,4.0,1850.1000000000001
9193,Quận Tây Hồ,Phường Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,50.0,6.0,8.0,3700.0
9194,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,6,55.0,11.0,4.0,6600.0
9195,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3,41.0,11.0,4.0,3.4850000000000003
9196,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,3,34.0,8.0,4.0,3549.94
9197,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Không rõ,4,3,31.0,8.0,4.0,1799.8600000000001
9198,Quận Ba Đình,Phường Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,46.0,7.0,6.0,13299.98
9199,Quận Ba Đình,Phường Quán Thánh,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,6.0,5.0,3600.0
9200,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,5,50.0,11.0,4.0,2900.0
9201,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,7,9,50.0,8.0,6.0,8800.0
9202,Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,10.0,4.0,3099.9
9203,Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,41.0,12.0,3.0,5200.03
9204,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,25.0,8.0,31.0,7000.0
9205,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,9.0,3.0,4099.9
9206,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,3,2,48.0,10.0,4.0,3300.0
9207,Quận Thanh Xuân,Phường Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,45.0,10.0,4.0,3900.15
9208,Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,37.0,8.0,4.0,5800.12
9209,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,4,4,46.0,12.0,4.0,3300.04
9210,Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,8.61,3.27,2200.0
9211,Huyện Gia Lâm,Xã Dương Quang,"Nhà ngõ, hẻm",Đã có sổ,3,5,89.0,11.0,7.0,16.02
9212,Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,33.0,10.0,4.0,3100.02
9213,Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,6,44.0,11.0,4.0,4499.88
9214,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,4,38.0,10.0,4.0,3100.04
9215,Quận Ba Đình,Phường Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,2,2,55.0,15.0,3.0,3799.9500000000003
9216,Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,60.0,15.0,4.0,8400.0
9217,Quận Nam Từ Liêm,Phường Trung Văn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,40.0,7.0,7.0,4600.0
9218,Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,4,39.0,8.0,5.0,5500.17
9219,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,3,55.0,5.0,11.0,5399.900000000001
9220,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,2,2,38.0,12.0,35.0,1450.08
9221,Quận Ba Đình,Phường Quán Thánh,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,10.0,4.0,7900.0
9222,Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,11.0,4.0,2600.1
9223,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,3,24.0,8.0,3.0,1999.92
9224,Huyện Đông Anh,Xã Hải Bối,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,43.0,10.0,4.0,1900.1699999999998
9225,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,4,71.0,14.0,5.0,9599.91
9226,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5,3,45.0,8.0,6.0,3500.1
9227,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,5,54.0,10.0,5.1,3399.84
9228,Quận Bắc Từ Liêm,Phường Thụy Phương,"Nhà ngõ, hẻm",Đã có sổ,2,2,88.0,16.0,5.0,2999.92
9229,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,33.0,9.0,4.0,5300.13
9230,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,6,5,64.0,16.0,5.0,2499.84
9231,Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,36.0,9.0,4.0,5150.16
9232,Quận Đống Đa,Phường Nam Đồng,Nhà biệt thự,Đã có sổ,4,4,100.0,20.0,5.0,10200.0
9233,Quận Đống Đa,Phường Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,58.0,14.0,4.0,2900.0
9234,Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5,3,36.0,10.0,3.0,3300.12
9235,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,3,2,70.0,12.0,4.0,7300.3
9236,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,3,3,46.0,14.0,3.0,5899.959999999999
9237,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,32.0,11.0,3.0,2900.16
9238,Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3,37.0,6.0,5.0,3550.15
9239,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,6,45.0,10.0,4.5,3500.1
9240,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,6.0,3.0,2900.16
9241,Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,7,3,40.0,8.0,5.0,5900.0
9242,Quận Hoàng Mai,Phường Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,54.0,12.0,4.0,2989.98
9243,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,3,3,31.0,11.0,3.0,1550.0
9244,Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,7.3,4.5,2749.89
9245,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5,4,33.0,9.0,4.0,2949.87
9246,Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,9.75,3.05,2300.1
